id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
908,Serenity Shelter,348-469-7732,stanley@friesen.test,9230 Becker Road,http://gerlach.test/otto_ondricka,Arlington,TX,39640,32.54107529362097,-97.19776740883165,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
909,Sanctuary of Dreams,349-561-0060,cody@mohr.test,904 Guadalupe Streets,http://dietrich.example/tuan.schneider,Cleveland,OH,18125-6136,41.47089833089872,-81.55177314301821,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
910,Heartwarming Shelter,1-392-391-7861,lee.okeefe@daugherty-reilly.test,5103 Marx Fork,http://armstrong.test/jodi,San Jose,CA,50212-5401,37.238247571172295,-121.81140702608803,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
911,Journey to Belonging,1-478-980-6069,major.sipes@rutherford-wilkinson.example,48001 Willene Port,http://batz-jakubowski.test/frida,Indianapolis,IN,19052-1779,39.69547066946001,-85.79803456074983,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
912,Bridge to Belonging,(108) 475-9667,hui@wunsch.example,5988 Hintz Mission,http://dach.example/linwood.shanahan,Denver,CO,83738,39.859458430336396,-104.78342795700141,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
913,Rescue Refuge Center,1-187-304-0321,jewell@paucek-hirthe.test,225 McCullough Mission,http://hilpert-hoeger.example/marlen,Houston,TX,57547,29.794117127442195,-95.33506666943903,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
914,Shelter from the Storm,588.752.8206,gerri_christiansen@cruickshank.test,6814 Padberg Orchard,http://zemlak.example/monika,Albuquerque,NM,50002-0140,34.80029206949976,-106.2975472095891,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
915,Hopeful Haven Shelter,1-907-489-8063,neta@lesch-reichert.example,969 Taunya Estates,http://rutherford.example/normand_roob,Detroit,MI,23525,42.24049984561105,-83.17905709938454,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
916,Peaceful Pathway Shelter,(895) 476-0365,odell_nicolas@hamill.test,347 Littel Avenue,http://skiles-bosco.example/joey.thiel,Miami,FL,95979-3623,25.684078381892856,-80.02536128738,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
917,Sheltered Serenity,1-213-131-0623,modesto_halvorson@mclaughlin.example,7734 Elicia Villages,http://hamill-nitzsche.example/christen.schuppe,Kansas City,MO,28016,39.244521966164875,-94.87006766554147,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
918,Empathy Haven,719-522-1593,phillip.torphy@walter-cronin.test,157 Paucek Corners,http://sauer-yost.example/elvin_schumm,Wichita,KS,34315-8272,37.727195637587194,-97.07697201046787,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
919,Hopeful Haven Shelter,681-215-6713,palmer_mraz@feeney.test,180 Treutel Walk,http://barton.test/tamica_quitzon,Arlington,TX,26703,32.485156385537735,-97.32060380783487,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
920,Warmth and Welcome Shelter,1-164-926-0090,gaston@towne.example,11129 Lacy Pines,http://schinner-cormier.test/mavis,Kansas City,MO,91623-6451,39.27348065789489,-94.86463224278889,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
921,Caring Haven,1-844-119-7579,malcolm_aufderhar@murphy-rath.test,834 Tillman Ramp,http://reilly.example/jenell,Tulsa,OK,04328,36.26953798232602,-95.65217753949145,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
922,Serenity Shelter,713-238-4866,johnie@ebert.example,52265 Reichert Well,http://cassin-rohan.example/murray,San Francisco,CA,22000-3318,37.50792836188672,-122.31877289063746,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
923,Dream Safe Haven,1-950-842-9114,orville_luettgen@white.test,71108 Glennis Drive,http://jakubowski.test/lurlene,Seattle,WA,19437-0428,47.515284634668006,-122.19000561359819,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
924,Serenity Shelter,817.517.7059,denny@ankunding.test,40067 Corkery Course,http://spinka-krajcik.test/helena_walker,Omaha,NE,28527,41.46300101168221,-95.81376565683752,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
925,Caring Haven,1-256-859-3424,carmel.monahan@langworth-reilly.test,105 Rau Summit,http://ankunding-mertz.example/bennett,Charlotte,NC,19243-2313,35.07874501061584,-80.65713965024919,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
926,Peaceful Pathway Shelter,(764) 624-2911,vaughn@waters.example,1126 Bahringer Field,http://stark-heathcote.test/jonah.collier,Arlington,TX,97099,32.74098887360542,-96.87291798140811,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
927,Peaceful Pathway Shelter,831-400-1339,stacy.wisozk@bernier-halvorson.test,6802 Turcotte Shoals,http://osinski.test/myron_sanford,Indianapolis,IN,01050,39.60964794148235,-85.87622280932861,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
928,Hope Bridge Shelter,981-281-7483,elidia.durgan@thompson.test,9407 McKenzie Roads,http://mitchell.test/barney,Oakland,CA,62073-6519,37.7432487195072,-121.94152027507775,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
929,Refugee Empowerment Center,1-348-269-1151,brent.jakubowski@hamill.example,6947 Gemma Hill,http://hermann.example/kandi,Omaha,NE,65162,41.209605684650484,-95.73501961808162,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
930,Sunny Days Refuge,(755) 183-4725,madelyn.watsica@stiedemann.test,1984 Berry Neck,http://heller.test/pearly,Miami,FL,35006,25.61882211130691,-80.19047068711556,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
931,Lighthouse of Hope,300.951.2311,robt_rice@lynch-schinner.test,94268 Welch Ferry,http://ohara.test/elroy.senger,"Washington, D.C.",DC,02436,39.16607434578241,-76.78605124539452,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
932,Harbor of Safety,1-183-554-3042,donny.crona@dooley-hirthe.example,957 Michaele Lights,http://jacobi-miller.test/gussie,Seattle,WA,12840-5863,47.740667578940226,-121.97982331377995,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
933,Angel's Arms Shelter,987-465-7800,magdalena@grimes.test,7230 Tromp Pines,http://thiel.test/arline_jones,Columbus,OH,98659,40.11548943175315,-83.15722148903743,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
934,Life Renewal Refuge,(473) 810-6015,kisha.robel@haag.test,9888 Eric Dale,http://bradtke.example/lynell,Miami,FL,39478-4109,25.969663823784945,-80.46344629700309,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
935,Sunny Days Refuge,(748) 766-5067,tyler.hegmann@donnelly.test,3379 Batz Court,http://braun.test/karena_prohaska,Baltimore,MD,88623,39.48667837348414,-76.28175947724918,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
936,Safe Haven Refuge,144.575.7277,rich@tromp-powlowski.test,205 Dale Mall,http://quigley-hahn.test/jesus,Milwaukee,WI,38273-5576,43.015290278149614,-88.02972067829201,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
937,Solace Shelter,(188) 077-7855,dorathy.gerhold@sanford-bartell.test,49246 Haley Fall,http://langworth-ruecker.test/veda,Wichita,KS,21146,37.93262552880602,-97.20217009794253,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
938,Solace Shelter,857.218.8328,domingo@hyatt-abshire.test,86021 Cornell Ways,http://hilpert.example/myrle,Charlotte,NC,05778,34.99064910687545,-80.97159623003282,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
939,Hopeful Haven Shelter,996.278.2776,natosha@schamberger-romaguera.example,151 Weissnat Highway,http://senger.test/jamison_schmeler,New Orleans,LA,66423-7691,30.24382874876743,-89.97823755968771,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
940,Sheltered Hearts Sanctuary,845-060-3101,rolando@romaguera.example,86612 Lesch Wall,http://donnelly-morissette.test/ayesha,Raleigh,NC,57686-5710,35.641663426328215,-78.53882598712991,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
941,Benevolent Refuge,559.374.0329,dovie@macejkovic.example,8179 Cremin Loaf,http://homenick.example/elenor,Las Vegas,NV,54573,35.88681469638722,-115.47689737668789,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
942,Sheltered Hearts Sanctuary,159-355-2071,luther@zieme.example,240 Lorenzo Streets,http://robel.test/frances.schuster,Tucson,AZ,50720-3369,32.17407003792418,-110.82461247975037,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
943,Cherished Dreams Refuge,720.277.1358,jazmine_kerluke@considine.test,7859 Rosenbaum Station,http://mccullough.example/denver,Kansas City,MO,95527,38.96266705429747,-94.81826024019203,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
944,Homecoming Haven,720-690-6911,penni_hansen@connelly-bergnaum.test,779 Ronnie Isle,http://green-hauck.example/stanford,Atlanta,GA,76889,33.47563102361793,-84.29645273697804,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
945,Golden Oasis Shelter,563.223.0584,miriam@ohara-rohan.test,357 Schumm Lane,http://harvey-leuschke.example/vera,Tucson,AZ,08770,32.30369006500985,-111.03044054537695,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
946,Safe Passage Shelter,(548) 021-5355,hollis_kiehn@marks.test,58496 Wisozk Mews,http://crooks-harvey.test/theo,Oklahoma City,OK,59477,35.301302157521484,-97.19433538386902,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
947,Beloved Shelter,(471) 025-6806,josef@haley.example,159 Murphy Isle,http://reichel-predovic.test/tyrone_johnson,Seattle,WA,49500-5060,47.55172620787499,-122.56535342958698,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
948,Whispering Pines Refuge,(444) 407-7909,nichol@little.test,7210 Lesch Skyway,http://koss-rodriguez.example/bree.becker,Seattle,WA,69036,47.409053973744214,-122.67481598620752,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
949,Hopeful Haven Shelter,775-194-5292,nikole.bechtelar@zulauf-stamm.example,85192 Jaskolski Greens,http://ortiz.test/tanner,Sacramento,CA,21467-4853,38.675305339188874,-121.81165059917872,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
950,Sanctuary of Dreams,392-157-7005,george@littel.example,965 Gutmann Stravenue,http://williamson-goyette.test/rosio,Mesa,AZ,80867,33.60722670709689,-112.05271697357357,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
951,Life Renewal Refuge,(893) 896-0155,kent@swaniawski-stamm.example,815 Corrinne Burgs,http://pacocha-kohler.test/jasmin,Long Beach,CA,20369-9825,33.89005964384309,-118.28306976140883,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
952,Whispering Pines Refuge,224-777-6970,nan.kutch@rodriguez.test,87363 Harber Inlet,http://haag.example/brigitte,Las Vegas,NV,09057-3025,36.34024061420307,-115.35445996958886,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
953,Harmony Haven,1-326-858-6477,corene.mclaughlin@lueilwitz.test,7282 Davis Green,http://deckow.test/frances_wisoky,New Orleans,LA,90902-3858,30.063817084759137,-90.17598053242534,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
954,Warmth and Welcome Shelter,473.262.5240,edelmira@schamberger.example,998 Richard Stream,http://reynolds.test/imelda,Baltimore,MD,73301-0848,39.04264574336629,-76.65519039971159,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
955,Guiding Light Shelter,(964) 422-3737,delena@okon-kozey.example,2653 Merle Flat,http://upton-willms.test/brendan,Chicago,IL,40987,42.07515322810915,-87.89636119701439,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
956,Harbor of Safety,671-084-8297,ted@kessler-wisoky.test,8144 Collins Lane,http://cronin-goodwin.test/tami,Miami,FL,99015,25.841204946488734,-80.45932542376019,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
957,Hope Bridge Shelter,986-885-3890,pete@lebsack-lesch.example,3534 Pouros Ridges,http://schneider-fahey.test/scarlet.lakin,Atlanta,GA,53596-8922,33.903949335270546,-84.38867434433035,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
958,Heavenly Harbor,1-540-904-8355,luann@muller-hahn.test,2658 Annis Inlet,http://ernser.example/daniel,Arlington,TX,38351-2961,32.723564258806306,-96.82089255353893,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
959,Benevolent Refuge,297.088.8028,vicente@schultz.example,42354 Pouros Overpass,http://powlowski.test/man,Minneapolis,MN,75779-2392,44.89208344165122,-93.2974068259246,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
960,Unity Refuge Center,(738) 189-5477,scottie@reichert.example,20137 Quitzon Fort,http://nader.example/shela,Las Vegas,NV,16772-3985,36.216217746837515,-115.07596785317304,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
961,Emerald Oasis Shelter,274-465-2190,mirtha@halvorson.test,2295 Kemmer Forks,http://jacobi.test/alvaro,Columbus,OH,60738-5988,39.94722414635187,-83.34139129978031,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
962,Recovery Refuge,539-377-1860,delpha@zemlak.example,340 Cristin Ramp,http://wyman-lueilwitz.test/jack,Tucson,AZ,30852-7375,31.954214081976072,-110.73619817133847,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
963,Peaceful Pathway Shelter,1-646-989-0042,arielle_waelchi@bradtke.test,56773 Ullrich Village,http://veum.example/stefan.block,Chicago,IL,41058,41.93550799908255,-87.95435386866697,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
964,Sunny Days Refuge,1-249-617-9801,jae@beer.test,46221 Wiegand Terrace,http://cruickshank.example/napoleon_krajcik,San Francisco,CA,79166-1151,37.805282510896305,-122.1908678563254,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
965,Angel's Arms Shelter,279-791-5429,dominick@graham.test,95702 Chester Lane,http://douglas-fritsch.test/seymour_waters,Las Vegas,NV,42377,36.03065816653927,-115.12645747736849,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
966,Peaceful Pathway Shelter,1-606-089-1396,guy.crist@rowe-ebert.test,8944 Adolfo Streets,http://tremblay.example/scottie.rippin,Las Vegas,NV,08696,36.066626821582275,-114.95675593134223,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
967,Heartwarming Shelter,825.328.3168,stefan_dach@schmidt.test,150 O'Conner Crossing,http://trantow-abernathy.example/young,Charlotte,NC,68004,35.18749365159827,-80.80622709991242,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
968,Refugee Empowerment Center,(386) 239-9443,loyd.kerluke@hodkiewicz.test,226 Graham Square,http://haag.test/rod_wiegand,Raleigh,NC,86973-6117,35.71932793359996,-78.54061197875454,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
969,Safe Passage Shelter,(585) 113-7705,georgiann@harber-wisozk.example,8646 Roberts Mall,http://runte-pouros.example/zenia.macgyver,Portland,OR,12167,45.70415225579409,-122.63540851103816,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
970,Guiding Light Shelter,(255) 450-8421,lupe@wilderman.example,9763 Koch Vista,http://schroeder-ferry.test/ruth,Charlotte,NC,31261,35.48287785810959,-80.89520675641614,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
971,Welcome Winds Refuge,1-616-601-4186,sallie_robel@durgan.example,4209 Rutherford Rest,http://dietrich-anderson.example/shenika.heller,Kansas City,MO,37734,39.05701761605661,-94.37457587644693,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
972,Sunrise Sanctuary,186.945.0248,horacio@metz-kertzmann.test,221 Kerry Causeway,http://batz.example/tana.koepp,Denver,CO,61287-3242,39.742637711057604,-104.91666333270425,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
973,Harbor of Safety,1-747-686-6673,cleora_prosacco@herman-fisher.test,77262 Genevie Loaf,http://russel-kunde.example/dominique_aufderhar,Miami,FL,77319,25.761602801774966,-80.4235818558618,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
974,Harbor of Safety,208.573.0431,shanita_muller@boyer-yundt.test,16279 Allene Roads,http://hilpert-lueilwitz.example/mike_daugherty,Sacramento,CA,99658-6079,38.531468246920504,-121.22734713013365,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
975,Bridge to Belonging,1-138-865-5274,micheal@schmeler-block.example,777 Roxanna Causeway,http://gislason.test/elliot.bailey,"Washington, D.C.",DC,34248-4500,38.65597319471192,-76.67391692579193,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
976,Golden Oasis Shelter,485.360.9561,everette_greenfelder@lowe-heaney.example,846 Barton Drive,http://marquardt.example/myesha,Seattle,WA,02182,47.46148100353124,-122.35422541278524,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
977,Peaceful Pathway Shelter,1-353-059-9954,ricky.abshire@flatley-stamm.test,2664 Albina Summit,http://kris.test/keila,Chicago,IL,96957-8446,41.85677654332506,-87.71887877549518,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
978,Sunny Days Refuge,164-416-4642,shelby.nikolaus@sipes.test,88078 Tiara Lodge,http://stoltenberg-pacocha.test/sydney_osinski,Long Beach,CA,53663,33.94149370871052,-118.14083342232033,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
979,Harbor of Safety,(260) 713-2819,latoyia_koelpin@hahn.test,13078 Lane Parks,http://vandervort.example/francis,San Francisco,CA,47469-3751,37.907582070765145,-122.33223970688742,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
980,Cherished Dreams Refuge,410.255.4018,cindi.gottlieb@shanahan.test,93904 Johnston Circle,http://bruen-streich.example/mikel.ferry,Fort Worth,TX,39879-0822,32.741631187573056,-97.69260656710141,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
981,Hearts United Haven,446.550.7173,francisco.ernser@corkery-huel.test,922 Buckridge Tunnel,http://rohan-mcclure.example/lida,New York City,NY,73799-3865,40.801615249178596,-73.8747098869185,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
982,Pathway to Peace Refuge,515.473.8243,alexandria_altenwerth@marks.test,1731 Jones Oval,http://tremblay-waters.test/jordan,Boston,MA,92412-0341,42.30737951793615,-71.3259360589174,false,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
983,Companionship Refuge,303-536-0804,frances@harber.example,893 Annita Causeway,http://kiehn.example/hong.kozey,Memphis,TN,97024-5838,35.06847805366559,-90.10481649049046,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
984,Sheltered Hearts Sanctuary,(175) 328-5267,earle_hansen@monahan.test,2238 Osvaldo Prairie,http://ortiz.example/winfred.shields,Virginia Beach,VA,75782,37.02108163582675,-76.06928219300316,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
985,Recovery Refuge,499-492-5969,ervin@beahan.test,51206 Langworth Gateway,http://braun-cassin.example/lucienne,Chicago,IL,59282,42.139983091260305,-87.3454427527067,true,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
986,Recovery Refuge,566-079-2631,isaias@doyle.test,55942 Leland Ferry,http://kassulke-hansen.test/clemmie_walsh,Sacramento,CA,89696-4535,38.300332343557486,-121.84807036657041,true,false,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
987,Companionship Refuge,516.217.3712,elnora.nader@hyatt.example,8960 Dani Field,http://schmeler.example/gino_glover,Chicago,IL,22124-4185,41.61517812298348,-87.71579725464952,false,true,true,2023-10-15 20:34:31 UTC,2023-10-15 20:34:31 UTC
